hpo_id,hpo_label,snomed_ct_us,cardinality,loss_modifier_dim,loss_granularity
HP:0000003,Multicystic kidney dysplasia,204962002,narrow,,yes
HP:0000003,Multicystic kidney dysplasia,82525005,broad,,yes
HP:0000006,Autosomal dominant inheritance,263681008,exact,,no
HP:0000007,Autosomal recessive inheritance,258211005,exact,,no
HP:0000010,Recurrent urinary tract infections,197927001,exact,,no
HP:0000011,Neurogenic bladder,397732007,narrow,,yes
HP:0000011,Neurogenic bladder,398064005,narrow,,yes
HP:0000012,Urinary urgency,75088002,exact,,no
HP:0000013,Hypoplasia of the uterus,35850006,exact,,no
HP:0000015,Bladder diverticulum,197866008,exact,,no
HP:0000016,Urinary retention,130951007,narrow,,yes
HP:0000016,Urinary retention,267064002,narrow,,yes
HP:0000016,Urinary retention,449491000124101,narrow,,yes
HP:0000017,Nocturia,139394000,exact,,no
HP:0000019,Urinary hesitancy,5972002,exact,,no
HP:0000020,Urinary incontinence,165232002,exact,,no
HP:0000023,Inguinal hernia,396232000,exact,,no
HP:0000024,Prostatitis,9713002,exact,,no
HP:0000026,Male hypogonadism,48723006,broad,,yes
HP:0000027,Azoospermia,425558002,narrow,,yes
HP:0000027,Azoospermia,48188009,narrow,,yes
HP:0000028,Cryptorchidism,204878001,exact,,no
HP:0000029,Testicular atrophy,17585008,exact,,no
HP:0000031,Epididymitis,31070006,exact,,no
HP:0000034,Hydrocele testis,26614003,broad,,yes
HP:0000034,Hydrocele testis,386152007,broad,,yes
HP:0000034,Hydrocele testis,55434001,broad,,yes
HP:0000035,Abnormal testis morphology,55631001,exact,,no
HP:0000037,Male pseudohermaphroditism,111332007,exact,,no
HP:0000039,Epispadias,406477003,exact,,no
HP:0000040,Long penis,88673001,exact,,no
HP:0000041,Chordee,4287008,exact,,no
HP:0000044,Hypogonadotropic hypogonadism,33927004,broad,,yes
HP:0000046,Small scrotum,204912007,exact,,no
HP:0000047,Hypospadias,204888000,broad,,yes
HP:0000048,Bifid scrotum,236780002,exact,,no
HP:0000051,Perineal hypospadias,204890004,exact,,no
HP:0000054,Micropenis,34911001,broad,,yes
HP:0000059,Hypoplastic labia majora,289469003,exact,,no
HP:0000062,Ambiguous genitalia,21321009,exact,,no
HP:0000065,Labial hypertrophy,16924008,exact,,no
HP:0000070,Ureterocele,12818004,exact,,no
HP:0000071,Ureteral stenosis,95574003,exact,,no
HP:0000072,Hydroureter,69758005,narrow,,yes
HP:0000072,Hydroureter,95576001,broad,,yes
HP:0000073,Ureteral duplication,49496001,broad,,yes
HP:0000074,Ureteropelvic junction obstruction,95575002,exact,,no
HP:0000075,Renal duplication,30275001,exact,,no
HP:0000076,Vesicoureteral reflux,197811007,exact,,no
HP:0000077,Abnormality of the kidney,44513007,broad,,yes
HP:0000077,Abnormality of the kidney,90708001,broad,,yes
HP:0000083,Renal insufficiency,236423003,narrow,,yes
HP:0000083,Renal insufficiency,42399005,narrow,,yes
HP:0000085,Horseshoe kidney,41729002,exact,,no
HP:0000086,Ectopic kidney,16507009,exact,,no
HP:0000089,Renal hypoplasia,32659003,exact,,no
HP:0000090,Nephronophthisis,204958008,broad,,yes
HP:0000093,Proteinuria,29738008,exact,,no
HP:0000096,Glomerular sclerosis,197661001,narrow,,yes
HP:0000096,Glomerular sclerosis,82646005,narrow,,yes
HP:0000097,Focal segmental glomerulosclerosis,236403004,narrow,,yes
HP:0000097,Focal segmental glomerulosclerosis,25821008,narrow,,yes
HP:0000098,Tall stature,248328003,exact,,no
HP:0000099,Glomerulonephritis,36171008,exact,,no
HP:0000100,Nephrotic syndrome,52254009,exact,,no
HP:0000103,Polyuria,28442001,narrow,,yes
HP:0000103,Polyuria,56574000,narrow,,yes
HP:0000103,Polyuria,718402002,narrow,,yes
HP:0000104,Renal agenesis,204942005,exact,,no
HP:0000105,Enlarged kidney,300444006,exact,,no
HP:0000110,Renal dysplasia,204949001,exact,,no
HP:0000112,Nephropathy,90708001,broad,,yes
HP:0000113,Polycystic kidney dysplasia,82525005,broad,,yes
HP:0000119,Abnormality of the genitourinary system,287085006,narrow,,yes
HP:0000119,Abnormality of the genitourinary system,42030000,narrow,,yes
HP:0000121,Nephrocalcinosis,48638002,exact,,no
HP:0000122,Unilateral renal agenesis,55726006,exact,,no
HP:0000123,Nephritis,52845002,exact,,no
HP:0000124,Renal tubular dysfunction,95568003,exact,,no
HP:0000125,Pelvic kidney,56108007,exact,,no
HP:0000126,Hydronephrosis,43064006,exact,,no
HP:0000130,Abnormality of the uterus,37849005,exact,,no
HP:0000131,Uterine leiomyoma,146801000119103,narrow,,yes
HP:0000131,Uterine leiomyoma,44598004,narrow,,yes
HP:0000131,Uterine leiomyoma,95315005,narrow,,yes
HP:0000132,Menorrhagia,386692008,exact,,no
HP:0000133,Gonadal dysgenesis,205681004,narrow,,yes
HP:0000133,Gonadal dysgenesis,38804009,narrow,,yes
HP:0000133,Gonadal dysgenesis,83579008,narrow,,yes
HP:0000133,Gonadal dysgenesis,95219002,narrow,,yes
HP:0000134,Female hypogonadism,16041008,exact,,no
HP:0000135,Hypogonadism,48130008,exact,,no
HP:0000137,Abnormality of the ovary,5552004,exact,,no
HP:0000138,Ovarian cyst,79883001,exact,,no
HP:0000139,Uterine prolapse,24976005,exact,,no
HP:0000143,Rectovaginal fistula,65619001,exact,,no
HP:0000144,Decreased fertility,17276009,exact,,no
HP:0000147,Polycystic ovaries,69878008,exact,,no
HP:0000148,Vaginal atresia,87380008,broad,,yes
HP:0000149,Ovarian gonadoblastoma,716594002,exact,,no
HP:0000150,Gonadoblastoma,74751003,exact,,no
HP:0000151,Aplasia of the uterus,248942000,exact,,no
HP:0000153,Abnormality of the mouth,128334002,exact,,no
HP:0000154,Wide mouth,40159009,exact,,no
HP:0000155,Oral ulcer,26284000,exact,,no
HP:0000158,Macroglossia,25273001,exact,,no
HP:0000160,Narrow mouth,14582003,exact,,no
HP:0000162,Glossoptosis,3639002,exact,,no
HP:0000164,Abnormality of the dentition,422775003,broad,,yes
HP:0000169,Gingival fibromatosis,109620006,narrow,,yes
HP:0000169,Gingival fibromatosis,58569000,narrow,,yes
HP:0000171,Microglossia,249380003,narrow,,yes
HP:0000171,Microglossia,32614006,narrow,,yes
HP:0000175,Cleft palate,63567004,narrow,laterality,yes
HP:0000175,Cleft palate,87979003,narrow,laterality,yes
HP:0000176,Submucous cleft hard palate,43437003,exact,laterality,no
HP:0000180,Lobulated tongue,253752000,exact,,no
HP:0000185,Cleft soft palate,253997002,exact,laterality,no
HP:0000193,Bifid uvula,18910001,exact,,no
HP:0000194,Open mouth,262016004,exact,,no
HP:0000200,Short lingual frenulum,249388005,exact,,no
HP:0000201,Pierre-Robin sequence,4602007,exact,,no
HP:0000202,Orofacial cleft,253983005,narrow,laterality,yes
HP:0000202,Orofacial cleft,66948001,narrow,laterality,yes
HP:0000204,Cleft upper lip,80281008,exact,laterality,no
HP:0000206,Glossitis,45534005,exact,,no
HP:0000211,Trismus,87866006,exact,,no
HP:0000212,Gingival overgrowth,441787004,narrow,,yes
HP:0000212,Gingival overgrowth,441798003,narrow,,yes
HP:0000212,Gingival overgrowth,54711002,narrow,,yes
HP:0000217,Xerostomia,300268000,narrow,,yes
HP:0000217,Xerostomia,56893005,narrow,,yes
HP:0000217,Xerostomia,87715008,narrow,,yes
HP:0000218,High palate,27272007,exact,,no
HP:0000220,Velopharyngeal insufficiency,229727006,narrow,,yes
HP:0000220,Velopharyngeal insufficiency,232416001,narrow,,yes
HP:0000220,Velopharyngeal insufficiency,278714002,narrow,,yes
HP:0000221,Furrowed tongue,52368004,exact,,no
HP:0000224,Hypogeusia,697990000,exact,,no
HP:0000225,Gingival bleeding,86276007,exact,,no
HP:0000230,Gingivitis,66383009,exact,,no
HP:0000233,Thin vermilion border,301348000,exact,,no
HP:0000238,Hydrocephalus,230745008,exact,,no
HP:0000239,Large fontanelles,276709006,exact,,no
HP:0000243,Trigonocephaly,28740008,exact,,no
HP:0000246,Sinusitis,36971009,narrow,,yes
HP:0000246,Sinusitis,7393007,narrow,,yes
HP:0000248,Brachycephaly,13649004,exact,,no
HP:0000252,Microcephaly,271611007,broad,,yes
HP:0000255,Acute sinusitis,15805002,exact,,no
HP:0000262,Turricephaly,48069004,exact,,no
HP:0000268,Dolichocephaly,72239002,exact,,no
HP:0000270,Delayed cranial suture closure,82779003,exact,,no
HP:0000271,Abnormality of the face,118930001,narrow,,yes
HP:0000271,Abnormality of the face,32003007,broad,,yes
HP:0000271,Abnormality of the face,398206004,broad,,yes
HP:0000271,Abnormality of the face,398302004,broad,,yes
HP:0000273,Facial grimacing,37126005,exact,,no
HP:0000282,Facial edema,445088006,exact,,no
HP:0000298,Mask-like facies,103606006,exact,,no
HP:0000303,Mandibular prognathia,109504005,narrow,,yes
HP:0000303,Mandibular prognathia,22810007,narrow,,yes
HP:0000316,Hypertelorism,194021007,narrow,,yes
HP:0000316,Hypertelorism,22006008,narrow,,yes
HP:0000317,Facial myokymia,1070000,exact,,no
HP:0000324,Facial asymmetry,15253005,exact,,no
HP:0000331,Short chin,699439001,exact,,no
HP:0000338,Hypomimic face,248149005,exact,,no
HP:0000347,Micrognathia,32958008,exact,,no
HP:0000356,Abnormality of the outer ear,275259005,broad,,yes
HP:0000358,Posteriorly rotated ears,253251006,exact,,no
HP:0000360,Tinnitus,162349004,narrow,,yes
HP:0000360,Tinnitus,162352007,narrow,,yes
HP:0000360,Tinnitus,60862001,narrow,,yes
HP:0000362,Otosclerosis,11543004,exact,,no
HP:0000365,Hearing impairment,103276001,narrow,,yes
HP:0000365,Hearing impairment,15188001,narrow,,yes
HP:0000365,Hearing impairment,343087000,narrow,,yes
HP:0000365,Hearing impairment,95828007,narrow,,yes
HP:0000366,Abnormality of the nose,128274005,narrow,,yes
HP:0000366,Abnormality of the nose,72089000,narrow,,yes
HP:0000369,Low-set ears,95515009,exact,,no
HP:0000371,Acute otitis media,3110003,exact,,no
HP:0000377,Abnormal pinna morphology,253255002,exact,,no
HP:0000388,Otitis media,65363002,exact,,no
HP:0000389,Chronic otitis media,21186006,exact,,no
HP:0000394,Lop ear,76223006,exact,,no
HP:0000400,Macrotia,275480001,narrow,,yes
HP:0000400,Macrotia,69056000,narrow,,yes
HP:0000402,Stenosis of the external auditory canal,300127002,narrow,,yes
HP:0000402,Stenosis of the external auditory canal,301061006,narrow,,yes
HP:0000405,Conductive hearing impairment,44057004,exact,,no
HP:0000407,Sensorineural hearing impairment,60700002,exact,,no
HP:0000410,Mixed hearing impairment,77507001,exact,,no
HP:0000411,Protruding ear,275478007,exact,,no
HP:0000419,Abnormal nasal septum morphology,95433000,exact,,no
HP:0000421,Epistaxis,12441001,narrow,,yes
HP:0000421,Epistaxis,249366005,narrow,,yes
HP:0000431,Wide nasal bridge,249321001,broad,,yes
HP:0000445,Wide nose,249321001,broad,,yes
HP:0000448,Prominent nose,249311009,exact,,no
HP:0000452,Choanal stenosis,306963008,exact,,no
HP:0000453,Choanal atresia,204508009,exact,,no
HP:0000454,Flared nostrils,21558008,broad,,yes
HP:0000454,Flared nostrils,248568003,broad,,yes
HP:0000455,Broad nasal tip,249327002,exact,,no
HP:0000456,Bifid nasal tip,249326006,exact,,no
HP:0000458,Anosmia,44169009,exact,,no
HP:0000460,Narrow nose,249322008,exact,,no
HP:0000463,Anteverted nares,708670007,exact,,no
HP:0000464,Abnormality of the neck,298390003,narrow,,yes
HP:0000464,Abnormality of the neck,40052002,narrow,,yes
HP:0000465,Webbed neck,11731003,exact,,no
HP:0000470,Short neck,95427009,exact,,no
HP:0000473,Torticollis,270476009,narrow,,yes
HP:0000473,Torticollis,70070008,narrow,,yes
HP:0000473,Torticollis,74333002,narrow,,yes
HP:0000476,Cystic hygroma,399882002,narrow,,yes
HP:0000476,Cystic hygroma,40225001,narrow,,yes
HP:0000476,Cystic hygroma,423984004,narrow,,yes
HP:0000478,Abnormality of the eye,19416009,narrow,,yes
HP:0000478,Abnormality of the eye,371405004,narrow,,yes
HP:0000478,Abnormality of the eye,371409005,narrow,,yes
HP:0000479,Abnormal retinal morphology,29555009,broad,,yes
HP:0000482,Microcornea,26098002,exact,,no
HP:0000483,Astigmatism,82649003,exact,,no
HP:0000484,Hyperopic astigmatism,449734001,exact,,no
HP:0000485,Megalocornea,204118005,narrow,,yes
HP:0000485,Megalocornea,268158009,narrow,,yes
HP:0000486,Strabismus,128602000,narrow,,yes
HP:0000486,Strabismus,22066006,narrow,,yes
HP:0000488,Retinopathy,29555009,broad,,yes
HP:0000490,Deeply set eye,246923005,narrow,,yes
HP:0000490,Deeply set eye,80093006,narrow,,yes
HP:0000491,Keratitis,5888003,exact,,no
HP:0000494,Downslanted palpebral fissures,246800008,exact,,no
HP:0000495,Recurrent corneal erosions,2055003,narrow,,yes
HP:0000495,Recurrent corneal erosions,91514001,broad,,yes
HP:0000496,Abnormality of eye movement,103252009,exact,,no
HP:0000498,Blepharitis,231796003,narrow,,yes
HP:0000498,Blepharitis,41446000,narrow,,yes
HP:0000501,Glaucoma,23986001,exact,,no
HP:0000505,Visual impairment,246635007,narrow,,yes
HP:0000505,Visual impairment,397540003,narrow,,yes
HP:0000505,Visual impairment,7973008,broad,,yes
HP:0000506,Telecanthus,246803005,exact,,no
HP:0000508,Ptosis,11934000,exact,,no
HP:0000509,Conjunctivitis,9826008,exact,,no
HP:0000510,Rod-cone dystrophy,28835009,broad,,yes
HP:0000511,Vertical supranuclear gaze palsy,246773002,exact,,no
HP:0000512,Abnormal electroretinogram,274524001,exact,,no
HP:0000514,Slow saccadic eye movements,404686001,exact,,no
HP:0000517,Abnormal lens morphology,10810001,exact,,no
HP:0000518,Cataract,128306009,narrow,,yes
HP:0000518,Cataract,193570009,narrow,,yes
HP:0000518,Cataract,247053007,narrow,,yes
HP:0000519,Developmental cataract,609587005,narrow,,yes
HP:0000519,Developmental cataract,79410001,narrow,,yes
HP:0000520,Proptosis,18265008,exact,,no
HP:0000522,Alacrima,253215004,exact,,no
HP:0000523,Subcapsular cataract,95723009,exact,,no
HP:0000524,Conjunctival telangiectasia,231870008,exact,,no
HP:0000526,Aniridia,69278003,exact,,no
HP:0000528,Anophthalmia,204099004,narrow,,yes
HP:0000528,Anophthalmia,7183006,narrow,,yes
HP:0000533,Chorioretinal atrophy,95686007,exact,,no
HP:0000537,Epicanthus inversus,400956000,exact,,no
HP:0000538,Pseudopapilledema,57138009,exact,,no
HP:0000540,Hypermetropia,38101003,exact,,no
HP:0000541,Retinal detachment,42059000,exact,,no
HP:0000543,Optic disc pallor,302200001,exact,,no
HP:0000544,External ophthalmoplegia,19373007,narrow,,yes
HP:0000544,External ophthalmoplegia,46252003,broad,,yes
HP:0000545,Myopia,57190000,exact,,no
HP:0000546,Retinal degeneration,95695004,exact,,no
HP:0000551,Color vision defect,23289000,narrow,,yes
HP:0000551,Color vision defect,367469000,narrow,,yes
HP:0000552,Tritanomaly,51886007,narrow,,yes
HP:0000552,Tritanomaly,85049009,narrow,,yes
HP:0000554,Uveitis,128473001,exact,,no
HP:0000555,Leukocoria,1361009,exact,,no
HP:0000556,Retinal dystrophy,314407005,exact,,no
HP:0000558,Rieger anomaly,47507006,exact,,no
HP:0000559,Corneal scarring,95726001,exact,,no
HP:0000563,Keratoconus,65636009,exact,,no
HP:0000564,Lacrimal duct atresia,278530008,exact,,no
HP:0000565,Esotropia,16596007,exact,,no
HP:0000567,Chorioretinal coloboma,39302008,exact,,no
HP:0000568,Microphthalmia,204108000,narrow,,yes
HP:0000568,Microphthalmia,61142002,narrow,,yes
HP:0000571,Hypometric saccades,246768008,exact,,no
HP:0000572,Visual loss,7973008,broad,,yes
HP:0000573,Retinal hemorrhage,28998008,exact,,no
HP:0000575,Scotoma,23388006,narrow,,yes
HP:0000575,Scotoma,81016008,narrow,,yes
HP:0000576,Centrocecal scotoma,33014001,exact,,no
HP:0000577,Exotropia,399054005,narrow,,yes
HP:0000577,Exotropia,399252000,narrow,,yes
HP:0000579,Nasolacrimal duct obstruction,231841004,broad,,yes
HP:0000579,Nasolacrimal duct obstruction,246865000,narrow,,yes
HP:0000579,Nasolacrimal duct obstruction,314022009,narrow,,yes
HP:0000579,Nasolacrimal duct obstruction,416920000,narrow,,yes
HP:0000580,Pigmentary retinopathy,28835009,broad,,yes
HP:0000582,Upslanted palpebral fissure,246799009,exact,,no
HP:0000585,Band keratopathy,35055000,broad,,yes
HP:0000588,Optic disc coloboma,17541006,narrow,,yes
HP:0000588,Optic disc coloboma,44295002,narrow,,yes
HP:0000589,Coloboma,92828000,narrow,,yes
HP:0000589,Coloboma,93390002,narrow,,yes
HP:0000590,Progressive external ophthalmoplegia,46252003,broad,,yes
HP:0000592,Blue sclerae,204164000,exact,,no
HP:0000593,Abnormal anterior chamber morphology,204142009,exact,,no
HP:0000594,Shallow anterior chamber,246986004,exact,,no
HP:0000598,Abnormality of the ear,275259005,broad,,yes
HP:0000601,Hypotelorism,44593008,exact,,no
HP:0000602,Ophthalmoplegia,16110005,exact,,no
HP:0000603,Central scotoma,38950008,exact,,no
HP:0000605,Supranuclear gaze palsy,420675003,exact,,no
HP:0000609,Optic nerve hypoplasia,95499004,exact,,no
HP:0000613,Photophobia,246622003,narrow,,yes
HP:0000613,Photophobia,409668002,narrow,,yes
HP:0000615,Abnormal pupil morphology,274093008,exact,,no
HP:0000616,Miosis,63251006,exact,,no
HP:0000618,Blindness,65956007,exact,,no
HP:0000619,Impaired convergence,194131002,exact,,no
HP:0000620,Dacryocystitis,85777005,exact,,no
HP:0000621,Entropion,33168009,exact,,no
HP:0000622,Blurred vision,111516008,narrow,,yes
HP:0000622,Blurred vision,246636008,narrow,,yes
HP:0000625,Eyelid coloboma,95202004,exact,,no
HP:0000627,Posterior embryotoxon,253228006,narrow,,yes
HP:0000627,Posterior embryotoxon,392437005,narrow,,yes
HP:0000631,Retinal arterial tortuosity,247123003,exact,,no
HP:0000635,Blue irides,301952009,exact,,no
HP:0000639,Nystagmus,563001,exact,,no
HP:0000640,Gaze-evoked nystagmus,29356006,exact,,no
HP:0000642,Red-green dyschromatopsia,246674000,broad,,yes
HP:0000642,Red-green dyschromatopsia,77479002,broad,,yes
HP:0000643,Blepharospasm,59026006,exact,,no
HP:0000646,Amblyopia,387742006,exact,,no
HP:0000648,Optic atrophy,76976005,exact,,no
HP:0000649,Abnormality of visual evoked potentials,102968003,exact,,no
HP:0000651,Diplopia,24982008,exact,,no
HP:0000656,Ectropion,127559009,narrow,,yes
HP:0000656,Ectropion,62909004,narrow,,yes
HP:0000657,Oculomotor apraxia,193662007,exact,,no
HP:0000658,Eyelid apraxia,423142006,exact,,no
HP:0000659,Peters anomaly,204153003,exact,,no
HP:0000660,Lipemia retinalis,95692001,exact,,no
HP:0000662,Nyctalopia,65194006,exact,,no
HP:0000664,Synophrys,253207002,exact,,no
HP:0000666,Horizontal nystagmus,81756001,exact,,no
HP:0000667,Phthisis bulbi,4229009,exact,,no
HP:0000668,Hypodontia,64969001,exact,,no
HP:0000670,Carious teeth,80967001,exact,,no
HP:0000674,Anodontia,16958000,narrow,,yes
HP:0000674,Anodontia,26624006,narrow,,yes
HP:0000678,Dental crowding,12351004,narrow,,yes
HP:0000678,Dental crowding,699222000,narrow,,yes
HP:0000679,Taurodontia,51744007,exact,,no
HP:0000684,Delayed eruption of teeth,5639000,exact,,no
HP:0000689,Dental malocclusion,47944004,narrow,,yes
HP:0000689,Dental malocclusion,707598004,narrow,,yes
HP:0000691,Microdontia,32337007,exact,,no
HP:0000694,Odontodysplasia,67504007,exact,,no
HP:0000695,Natal tooth,21995002,narrow,,yes
HP:0000695,Natal tooth,58748004,narrow,,yes
HP:0000698,Conical tooth,29553002,exact,,no
HP:0000699,Diastema,35591002,exact,,no
HP:0000700,Periapical bone loss,81407003,narrow,,yes
HP:0000700,Periapical bone loss,89988002,narrow,,yes
HP:0000703,Dentinogenesis imperfecta,196286005,exact,,no
HP:0000705,Amelogenesis imperfecta,78494001,exact,,no
HP:0000706,Eruption failure,109542004,exact,,no
HP:0000707,Abnormality of the nervous system,88425004,exact,,no
HP:0000708,Atypical behavior,25786006,narrow,,yes
HP:0000708,Atypical behavior,277843001,narrow,,yes
HP:0000709,Psychosis,69322001,exact,,no
HP:0000711,Restlessness,162221009,exact,,no
HP:0000712,Emotional lability,18963009,exact,,no
HP:0000713,Agitation,24199005,exact,,no
HP:0000716,Depression,21061000119107,narrow,,yes
HP:0000716,Depression,35489007,narrow,,yes
HP:0000716,Depression,78667006,narrow,,yes
HP:0000717,Autism,408856003,narrow,,yes
HP:0000717,Autism,408857007,narrow,,yes
HP:0000717,Autism,43614003,narrow,,yes
HP:0000718,Aggressive behavior,248004009,broad,,yes
HP:0000718,Aggressive behavior,61372001,narrow,,yes
HP:0000719,Inappropriate behavior,112082005,exact,,no
HP:0000722,Compulsive behaviors,12479006,narrow,,yes
HP:0000722,Compulsive behaviors,191736004,narrow,,yes
HP:0000726,Dementia,52448006,exact,,no
HP:0000727,Frontal lobe dementia,278857002,exact,,no
HP:0000733,Motor stereotypy,5507002,narrow,,yes
HP:0000733,Motor stereotypy,84328007,narrow,,yes
HP:0000734,Disinhibition,247977003,exact,,no
HP:0000736,Short attention span,247762003,exact,,no
HP:0000738,Hallucinations,7011001,exact,,no
HP:0000739,Anxiety,48694002,exact,,no
HP:0000741,Apathy,20602000,exact,,no
HP:0000742,Self-mutilation,130968006,exact,,no
HP:0000745,Abnormal diminished volition,277521002,exact,,no
HP:0000746,Delusion,2073000,exact,,no
HP:0000748,Inappropriate laughter,247985007,exact,,no
HP:0000750,Delayed speech and language development,162294008,narrow,,yes
HP:0000750,Delayed speech and language development,229721007,narrow,,yes
HP:0000750,Delayed speech and language development,29164008,narrow,,yes
HP:0000750,Delayed speech and language development,62415009,narrow,,yes
HP:0000751,Personality changes,102943000,narrow,,yes
HP:0000751,Personality changes,192073007,narrow,,yes
HP:0000752,Hyperactivity,44548000,broad,,yes
HP:0000756,Agoraphobia,247830007,narrow,,yes
HP:0000756,Agoraphobia,70691001,narrow,,yes
HP:0000757,Lack of insight,24340004,exact,,no
HP:0000759,Abnormal peripheral nervous system morphology,302226006,broad,,yes
HP:0000759,Abnormal peripheral nervous system morphology,42658009,broad,,yes
HP:0000763,Sensory neuropathy,95662005,exact,,no
HP:0000767,Pectus excavatum,391987005,exact,,no
HP:0000768,Pectus carinatum,205101001,exact,,no
HP:0000771,Gynecomastia,4754008,exact,,no
HP:0000773,Short ribs,249696007,exact,,no
HP:0000774,Narrow chest,249671009,exact,,no
HP:0000776,Congenital diaphragmatic hernia,17190001,exact,,no
HP:0000777,Abnormal thymus morphology,93297002,broad,,yes
HP:0000778,Hypoplasia of the thymus,93297002,broad,,yes
HP:0000786,Primary amenorrhea,8913004,exact,,no
HP:0000789,Infertility,15296000,narrow,,yes
HP:0000789,Infertility,8619003,narrow,,yes
HP:0000790,Hematuria,34436003,narrow,,yes
HP:0000790,Hematuria,53298000,narrow,,yes
HP:0000791,Uric acid nephrolithiasis,267441009,exact,,no
HP:0000793,Membranoproliferative glomerulonephritis,80321008,exact,,no
HP:0000794,IgA deposition in the glomerulus,236407003,narrow,,yes
HP:0000794,IgA deposition in the glomerulus,68779003,narrow,,yes
HP:0000796,Urethral obstruction,95588004,exact,,no
HP:0000802,Impotence,397803000,exact,,no
HP:0000805,Enuresis,8009008,broad,,yes
HP:0000807,Glanular hypospadias,204891000,narrow,,yes
HP:0000807,Glanular hypospadias,429631000124104,narrow,,yes
HP:0000808,Penoscrotal hypospadias,204889008,exact,,no
HP:0000813,Bicornuate uterus,31401003,exact,,no
HP:0000815,Hypergonadotropic hypogonadism,370999003,exact,,no
HP:0000817,Reduced eye contact,412786000,exact,,no
HP:0000818,Abnormality of the endocrine system,362969004,exact,,no
HP:0000819,Diabetes mellitus,73211009,exact,,no
HP:0000820,Abnormality of the thyroid gland,14304000,exact,,no
HP:0000821,Hypothyroidism,40930008,exact,,no
HP:0000822,Hypertension,24184005,narrow,,yes
HP:0000822,Hypertension,38341003,narrow,,yes
HP:0000823,Delayed puberty,123526007,narrow,,yes
HP:0000823,Delayed puberty,400003000,narrow,,yes
HP:0000824,Decreased response to growth hormone stimulation test,2109003,exact,,no
HP:0000826,Precocious puberty,123527003,narrow,onset,yes
HP:0000826,Precocious puberty,400179000,narrow,onset,yes
HP:0000828,Abnormality of the parathyroid gland,73132005,exact,,no
HP:0000829,Hypoparathyroidism,36976004,exact,,no
HP:0000832,Primary hypothyroidism,111566002,exact,,no
HP:0000834,Abnormality of the adrenal glands,30171000,exact,,no
HP:0000835,Adrenal hypoplasia,237774001,exact,,no
HP:0000836,Hyperthyroidism,34486009,exact,,no
HP:0000839,Pituitary dwarfism,367460001,narrow,,yes
HP:0000839,Pituitary dwarfism,7530009,narrow,,yes
HP:0000840,Adrenogenital syndrome,237751000,broad,,yes
HP:0000840,Adrenogenital syndrome,267395000,narrow,,yes
HP:0000840,Adrenogenital syndrome,271077003,narrow,,yes
HP:0000842,Hyperinsulinemia,83469008,exact,,no
HP:0000843,Hyperparathyroidism,66999008,exact,,no
HP:0000845,Elevated circulating growth hormone concentration,74107003,exact,,no
HP:0000846,Adrenal insufficiency,111563005,narrow,,yes
HP:0000846,Adrenal insufficiency,237785004,narrow,,yes
HP:0000846,Adrenal insufficiency,386584007,broad,,yes
HP:0000851,Congenital hypothyroidism,190268003,narrow,,yes
HP:0000851,Congenital hypothyroidism,217710005,narrow,,yes
HP:0000852,Pseudohypoparathyroidism,58976002,exact,,no
HP:0000853,Goiter,3716002,exact,,no
HP:0000854,Thyroid adenoma,255033000,broad,,yes
HP:0000854,Thyroid adenoma,255034006,broad,,yes
HP:0000855,Insulin resistance,48606007,exact,,no
HP:0000858,Irregular menstruation,80182007,exact,,no
HP:0000859,Increased circulating aldosterone concentration,88213004,exact,,no
HP:0000863,Central diabetes insipidus,45369008,exact,,no
HP:0000867,Secondary hyperparathyroidism,91478007,exact,,no
HP:0000869,Secondary amenorrhea,86030004,exact,,no
HP:0000870,Increased circulating prolactin concentration,237662005,exact,,no
HP:0000871,Panhypopituitarism,32390006,exact,,no
HP:0000872,Hashimoto thyroiditis,21983002,exact,,no
HP:0000873,Diabetes insipidus,15771004,exact,,no
HP:0000876,Oligomenorrhea,52073004,exact,,no
HP:0000879,Short sternum,298724002,exact,,no
HP:0000883,Thin ribs,249697003,exact,,no
HP:0000887,Cupped ribs,249704008,exact,,no
HP:0000890,Long clavicle,249687007,exact,,no
HP:0000891,Cervical ribs,72535009,exact,,no
HP:0000894,Short clavicles,93250003,exact,,no
HP:0000895,Lateral clavicle hook,249684000,exact,,no
HP:0000897,Rachitic rosary,15214001,narrow,,yes
HP:0000897,Rachitic rosary,249702007,narrow,,yes
HP:0000900,Thickened ribs,249699000,exact,,no
HP:0000912,Sprengel anomaly,79120002,exact,,no
HP:0000916,Broad clavicle,249680009,exact,,no
HP:0000921,Missing ribs,249695006,exact,,no
HP:0000934,Chondrocalcinosis,201637001,narrow,,yes
HP:0000934,Chondrocalcinosis,239832006,narrow,,yes
HP:0000934,Chondrocalcinosis,239838005,narrow,,yes
HP:0000938,Osteopenia,312894000,narrow,,yes
HP:0000938,Osteopenia,78441005,narrow,,yes
HP:0000939,Osteoporosis,64859006,broad,,yes
HP:0000943,Dysostosis multiplex,254069004,narrow,,yes
HP:0000943,Dysostosis multiplex,65327002,narrow,,yes
HP:0000951,Abnormality of the skin,199879009,narrow,,yes
HP:0000951,Abnormality of the skin,95320005,narrow,,yes
HP:0000952,Jaundice,18165001,exact,,no
HP:0000953,Hyperpigmentation of the skin,4830009,narrow,,yes
HP:0000953,Hyperpigmentation of the skin,49765009,narrow,,yes
HP:0000954,Single transverse palmar crease,248409006,exact,,no
